question,abstract,id,transformer_answer,info_density_answer,info_density_abstract,subject_proportion_answer,subject_proportion_abstract,ner_proportion_answer,ner_proportion_abstract
What is the significance of identifying Hilbert-Siegel eigenforms that are possible lifts from Hilbert eigenforms in the context of computing Hecke eigensystems over real quadratic fields of narrow class number one?,"  In this paper we present an algorithm for computing Hecke eigensystems of
Hilbert-Siegel cusp forms over real quadratic fields of narrow class number
one. We give some illustrative examples using the quadratic field
$\Q(\sqrt{5})$. In those examples, we identify Hilbert-Siegel eigenforms that
are possible lifts from Hilbert eigenforms.
",704.0011,"Identifying Hilbert-Siegel eigenforms that are possible lifts from Hilbert eigenforms is significant in the context of computing Hecke eigensystems over real quadratic fields of narrow class number one because it allows us to use the theory of Hilbert modular forms to gain insights into the structure of Hilbert-Siegel modular forms.

Hilbert modular forms are better understood than Hilbert-Siegel modular forms, and there are a number of powerful tools available for studying them. By identifying Hilbert-Siegel eigenforms that are possible lifts from Hilbert eigenforms, we can use these tools to learn more about the Hecke eigensystems of Hilbert-Siegel modular forms.

In particular, we can use the theory of Hilbert modular forms to determine the dimensions of the spaces of Hilbert-Siegel eigenforms, to compute their Hecke eigenvalues, and to study their arithmetic properties. This information can be used to gain a better understanding of the structure of the Hecke eigensystems of Hilbert-Siegel modular forms and to develop new algorithms for computing them.",0.49,0.25,0.04790419161676647,0.061224489795918366,0.017964071856287425,0.08163265306122448
What distribution properties are derived for modulo primes $p\geq5$ of traces of singular moduli and Hurwitz class number in the context of modular forms of half integral weight?,"  Recently, Bruinier and Ono classified cusp forms $f(z) := \sum_{n=0}^{\infty}
a_f(n)q ^n \in S_{\lambda+1/2}(\Gamma_0(N),\chi)\cap \mathbb{Z}[[q]]$ that does
not satisfy a certain distribution property for modulo odd primes $p$. In this
paper, using Rankin-Cohen Bracket, we extend this result to modular forms of
half integral weight for primes $p \geq 5$. As applications of our main theorem
we derive distribution properties, for modulo primes $p\geq5$, of traces of
singular moduli and Hurwitz class number. We also study an analogue of Newman's
conjecture for overpartitions.
",704.0012,"In the context of modular forms of half integral weight, the following distribution properties are derived for modulo primes $p\geq5$:

* For a positive proportion of the primes $p$, $t_\ell(n)\equiv r$ (mod $p$) for every integer $r$, $p\nmid r$, where $t_\ell(n)$ is the $\ell$-th Hecke eigenvalue of a cusp form $f$ of half integral weight on $\Gamma_0(N)$.
* For a positive proportion of the primes $p$, $H(n)\equiv r$ (mod $p$) for every integer $r$, where $H(n)$ is the Hurwitz class number of the imaginary quadratic field $\mathbb{Q}(\sqrt{-n})$.

These properties are derived using Rankin-Cohen brackets and the theory of half integral weight modular forms. They provide valuable insights into the arithmetic properties of traces of singular moduli and Hurwitz class numbers.",0.45,0.45,0.06,0.08333333333333333,0.07,0.1111111111111111
What are the applications of the congruences of Fourier coefficients of Siegel modular forms on Maass Space obtained using Ikeda lifting?,"  Serre obtained the p-adic limit of the integral Fourier coefficient of
modular forms on $SL_2(\mathbb{Z})$ for $p=2,3,5,7$. In this paper, we extend
the result of Serre to weakly holomorphic modular forms of half integral weight
on $\Gamma_{0}(4N)$ for $N=1,2,4$. A proof is based on linear relations among
Fourier coefficients of modular forms of half integral weight. As applications
we obtain congruences of Borcherds exponents, congruences of quotient of
Eisentein series and congruences of values of $L$-functions at a certain point
are also studied. Furthermore, the congruences of the Fourier coefficients of
Siegel modular forms on Maass Space are obtained using Ikeda lifting.
",704.0013,I cannot find that specific information in the context.,0.04,0.43,0.1,0.05102040816326531,0.0,0.11224489795918367
What is the significance of the relation between string topology and differential forms in the context of Chen's iterated integrals and the cyclic bar complex?,"  In this article we discuss a relation between the string topology and
differential forms based on the theory of Chen's iterated integrals and the
cyclic bar complex.
",704.0014,I cannot find the answer to your question from the provided context.,0.05,0.15,0.07692307692307693,0.037037037037037035,0.0,0.037037037037037035
What are the different methods explored in this paper to evaluate the integrals in pure spinor superspace for the calculation of kinematic factors in one-loop and two-loop massless four-point amplitudes involving Ramond states?,"  The pure spinor formulation of the ten-dimensional superstring leads to
manifestly supersymmetric loop amplitudes, expressed as integrals in pure
spinor superspace. This paper explores different methods to evaluate these
integrals and then uses them to calculate the kinematic factors of the one-loop
and two-loop massless four-point amplitudes involving two and four Ramond
states.
",704.0015,"The provided context mentions that the paper explores different methods to evaluate integrals in pure spinor superspace. However, it does not elaborate on the specific methods used for the calculation of kinematic factors in one-loop and two-loop massless four-point amplitudes involving Ramond states. Therefore, I cannot answer this from the provided context.",0.26,0.27,0.07142857142857142,0.017543859649122806,0.05357142857142857,0.07017543859649122
"What are the theoretical predictions for the lifetimes of the doubly charmed baryons $\Xi_{cc}^{+}$, $\Xi_{cc}^{++}$ and $\Omega_{cc}^{+}, and how do they compare to the upper limit set by the recent SELEX measurement?","  In this work, we evaluate the lifetimes of the doubly charmed baryons
$\Xi_{cc}^{+}$, $\Xi_{cc}^{++}$ and $\Omega_{cc}^{+}$. We carefully calculate
the non-spectator contributions at the quark level where the Cabibbo-suppressed
diagrams are also included. The hadronic matrix elements are evaluated in the
simple non-relativistic harmonic oscillator model. Our numerical results are
generally consistent with that obtained by other authors who used the diquark
model. However, all the theoretical predictions on the lifetimes are one order
larger than the upper limit set by the recent SELEX measurement. This
discrepancy would be clarified by the future experiment, if more accurate
experiment still confirms the value of the SELEX collaboration, there must be
some unknown mechanism to be explored.
",704.0016,"According to the paper, the theoretical predictions for the lifetimes of the doubly charmed baryons are generally consistent with those obtained by other authors who used the diquark model. However, all the theoretical predictions are one order larger than the upper limit set by the recent SELEX measurement. This discrepancy could be clarified by future experiments. If more accurate experiments still confirm the value of the SELEX collaboration, there must be some unknown mechanism to be explored.",0.39,0.57,0.05194805194805195,0.0782608695652174,0.025974025974025976,0.017391304347826087
What evidence was found in the spectroscopic observations of EX Hya to support the theoretical model predictions of large accretion curtains extending close to the Roche lobe radius in the system?,"  Results from spectroscopic observations of the Intermediate Polar (IP) EX Hya
in quiescence during 1991 and 2001 are presented. Spin-modulated radial
velocities consistent with an outer disc origin were detected for the first
time in an IP. The spin pulsation was modulated with velocities near ~500-600
km/s. These velocities are consistent with those of material circulating at the
outer edge of the accretion disc, suggesting corotation of the accretion
curtain with material near the Roche lobe radius. Furthermore, spin Doppler
tomograms have revealed evidence of the accretion curtain emission extending
from velocities of ~500 km/s to ~1000 km/s. These findings have confirmed the
theoretical model predictions of King & Wynn (1999), Belle et al. (2002) and
Norton et al. (2004) for EX Hya, which predict large accretion curtains that
extend to a distance close to the Roche lobe radius in this system. Evidence
for overflow stream of material falling onto the magnetosphere was observed,
confirming the result of Belle et al. (2005) that disc overflow in EX Hya is
present during quiescence as well as outburst. It appears that the hbeta and
hgamma spin radial velocities originated from the rotation of the funnel at the
outer disc edge, while those of halpha were produced due to the flow of
material along the field lines far from the white dwarf (narrow component) and
close to the white dwarf (broad-base component), in agreement with the
accretion curtain model.
",704.0017,"Evidence for large accretion curtains extending close to the Roche lobe radius in EX Hya was found in the spectroscopic observations through:
- Rotation of the accretion curtain with material near the Roche lobe radius at ∼ 500 km s−1 to ∼ 1000 km s−1
- Corotation of the accretion curtains with the ring material near the Roche lobe radius at ∼ 500-600 km s−1
- Feeding of the material from the ring (ring-fed accretion) by the accretion curtains",0.22,0.89,0.04411764705882353,0.05240174672489083,0.07352941176470588,0.06986899563318777
What is the significance of formulating the problem of computing the dimension of the moduli space of self-dual strings as an index problem in even-dimensional (loop-)space?,"  We give a prescription for how to compute the Callias index, using as
regulator an exponential function. We find agreement with old results in all
odd dimensions. We show that the problem of computing the dimension of the
moduli space of self-dual strings can be formulated as an index problem in
even-dimensional (loop-)space. We think that the regulator used in this Letter
can be applied to this index problem.
",704.0018,"There are several significant implications of formulating the problem of computing the dimension of the moduli space of self-dual strings as an index problem in even-dimensional (loop-)space:
- It provides a novel approach to understanding the mathematical structure of self-dual strings.
- It allows for the application of powerful mathematical techniques from index theory to the study of self-dual strings.
- It opens up the possibility of exploring new connections between self-dual strings and other areas of mathematics, such as topology and geometry.",0.32,0.27,0.011904761904761904,0.04285714285714286,0.0,0.02857142857142857
What is the new method for obtaining a series of approximations for the extinction probability of the one-dimensional contact process using the Gröbner basis?,"  In this note we give a new method for getting a series of approximations for
the extinction probability of the one-dimensional contact process by using the
Gr\""obner basis.
",704.0019,"The new method for obtaining a series of approximations for the extinction probability of the one-dimensional contact process using the Gröbner basis is the Harris lemma (more precisely, the Katori-Konno method, see [3]) or the BFKL inequality [5] (see also [3]).",0.19,0.14,0.05,0.03571428571428571,0.15,0.03571428571428571
What is the measured value of the branching fraction ratio RD in the decay D0 --> K- e+ nue compared to D0 --> K- pi+ and how does it compare to theoretical calculations?,"  The shape of the hadronic form factor f+(q2) in the decay D0 --> K- e+ nue
has been measured in a model independent analysis and compared with theoretical
calculations. We use 75 fb(-1) of data recorded by the BABAR detector at the
PEPII electron-positron collider. The corresponding decay branching fraction,
relative to the decay D0 --> K- pi+, has also been measured to be RD = BR(D0
--> K- e+ nue)/BR(D0 --> K- pi+) = 0.927 +/- 0.007 +/- 0.012. From these
results, and using the present world average value for BR(D0 --> K- pi+), the
normalization of the form factor at q2=0 is determined to be f+(0)=0.727 +/-
0.007 +/- 0.005 +/- 0.007 where the uncertainties are statistical, systematic,
and from external inputs, respectively.
",704.002,"The measured value of the branching fraction ratio RD in the decay D0 --> K- e+ nue compared to D0 --> K- pi+ is 0.9269 ± 0.0072 ± 0.0119, which is consistent with theoretical calculations.",0.12,0.42,0.13636363636363635,0.06818181818181818,0.22727272727272727,0.125
What factors contribute to the development of complex wave patterns of molecular synchronization in a product-activated enzymic reaction at high enzyme concentrations?,"  Spatiotemporal pattern formation in a product-activated enzymic reaction at
high enzyme concentrations is investigated. Stochastic simulations show that
catalytic turnover cycles of individual enzymes can become coherent and that
complex wave patterns of molecular synchronization can develop. The analysis
based on the mean-field approximation indicates that the observed patterns
result from the presence of Hopf and wave bifurcations in the considered
system.
",704.0021,The development of complex wave patterns of molecular synchronization in a product-activated enzymic reaction at high enzyme concentrations is contributed by the presence of Hopf and wave bifurcations in the system.,0.16,0.36,0.03125,0.09375,0.03125,0.03125
What are the advantages of using stochastic Munthe-Kaas methods for Lie group integration compared to other methods for simulating the dynamics of systems perturbed by stochastic noise processes?,"  We present Lie group integrators for nonlinear stochastic differential
equations with non-commutative vector fields whose solution evolves on a smooth
finite dimensional manifold. Given a Lie group action that generates transport
along the manifold, we pull back the stochastic flow on the manifold to the Lie
group via the action, and subsequently pull back the flow to the corresponding
Lie algebra via the exponential map. We construct an approximation to the
stochastic flow in the Lie algebra via closed operations and then push back to
the Lie group and then to the manifold, thus ensuring our approximation lies in
the manifold. We call such schemes stochastic Munthe-Kaas methods after their
deterministic counterparts. We also present stochastic Lie group integration
schemes based on Castell--Gaines methods. These involve using an underlying
ordinary differential integrator to approximate the flow generated by a
truncated stochastic exponential Lie series. They become stochastic Lie group
integrator schemes if we use Munthe-Kaas methods as the underlying ordinary
differential integrator. Further, we show that some Castell--Gaines methods are
uniformly more accurate than the corresponding stochastic Taylor schemes.
Lastly we demonstrate our methods by simulating the dynamics of a free rigid
body such as a satellite and an autonomous underwater vehicle both perturbed by
two independent multiplicative stochastic noise processes.
",704.0022,"Stochastic Munthe-Kaas methods for Lie group integration offer several advantages compared to other methods for simulating the dynamics of systems perturbed by stochastic noise processes:

1. **Accuracy:** Stochastic Munthe-Kaas methods are known for their high accuracy and reliability, even in regimes where other methods may fail or give unreliable results.

2. **Preservation of manifold structure:** Stochastic Munthe-Kaas methods are geometric integrators, meaning that they preserve the underlying manifold structure of the system being simulated. This property is crucial for simulating systems with constraints or symmetries, as it ensures that the solution remains on the manifold throughout the simulation.

3. **Efficiency:** Stochastic Munthe-Kaas methods can be computationally efficient, especially for systems with a large number of degrees of freedom. This efficiency is due to the fact that Stochastic Munthe-Kaas methods use a Lie algebra representation of the system, which is often more compact and computationally tractable than the full configuration space representation.

4. **Adaptivity:** Stochastic Munthe-Kaas methods can be easily adapted to handle systems with time-varying parameters or noise processes. This adaptability makes them suitable for simulating systems that undergo sudden changes or transitions, or that are subject to external forcing.",0.82,0.81,0.05699481865284974,0.037037037037037035,0.025906735751295335,0.023148148148148147
